,names,stars,reviews,polarity,subjectivity,Pol_Analysis,stars_analysis
980,Dhruvesh,5.0 out of 5 stars,Awesome product,1.0,1.0,Positive,Satisfied
981,Gautam K.,5.0 out of 5 stars,simply awesome,1.0,1.0,Positive,Satisfied
982,Indian,2.0 out of 5 stars,Return request,0.0,0.0,Nutral,Not_Satisfied
983,Bhaskar Menon,5.0 out of 5 stars,Awesome,1.0,1.0,Positive,Satisfied
984,Nazil,5.0 out of 5 stars,Awesome,1.0,1.0,Positive,Satisfied
985,Aayush,4.0 out of 5 stars,Go get this one...,0.0,0.0,Nutral,Satisfied
986,Ravi Rawat,5.0 out of 5 stars,Value for money..,0.0,0.0,Nutral,Satisfied
987,Shubham Aggarwal,5.0 out of 5 stars,JBL won’t let you down.,-0.15555555555555559,0.2888888888888889,Negative,Satisfied
988,Biman Mandi,3.0 out of 5 stars,Very good sound performance .,0.655,0.5900000000000001,Positive,Dont_Know
989,Avinash kumar,4.0 out of 5 stars,Good sound quality,0.55,0.5,Positive,Satisfied
990,Amazon Customer,5.0 out of 5 stars,Quality sound with cool battery backup,0.375,0.525,Positive,Satisfied
991,Joseph c david,5.0 out of 5 stars,Good product,0.7,0.6000000000000001,Positive,Satisfied
992,baby,4.0 out of 5 stars,Good product,0.7,0.6000000000000001,Positive,Satisfied
993,ankita singh,5.0 out of 5 stars,It's good product,0.7,0.6000000000000001,Positive,Satisfied
994,shekhar,5.0 out of 5 stars,Fansatic Product,0.0,0.0,Nutral,Satisfied
995,PRAMOD kumar,5.0 out of 5 stars,Must. Buy,0.0,0.0,Nutral,Satisfied
996,Amazon Customer,4.0 out of 5 stars,Good to buy under 4k,0.7,0.6000000000000001,Positive,Satisfied
997,Prabhat Ranjan Thakur,4.0 out of 5 stars,Excellent,1.0,1.0,Positive,Satisfied
998,User,5.0 out of 5 stars,Great buy,0.8,0.75,Positive,Satisfied
999,Amazon Customer,5.0 out of 5 stars,Good buy,0.7,0.6000000000000001,Positive,Satisfied
1000,kaushal,4.0 out of 5 stars,Excellent,1.0,1.0,Positive,Satisfied
1001,Siddhartha Mukhuti,5.0 out of 5 stars,Very good sound quality,0.655,0.5900000000000001,Positive,Satisfied
1002,unni m.,5.0 out of 5 stars,Good product.,0.7,0.6000000000000001,Positive,Satisfied
1003,Aryanshi sharma,4.0 out of 5 stars,Good speakers at this price,0.7,0.6000000000000001,Positive,Satisfied
1004,aayush rai,5.0 out of 5 stars,Recommendable to buy,0.0,0.0,Nutral,Satisfied
1005,Ashish,3.0 out of 5 stars,Satisfactory,0.0,0.0,Nutral,Dont_Know
1006,Ritu raj,4.0 out of 5 stars,JBL The Best In Class At Bluetooth Speakers,1.0,0.3,Positive,Satisfied
1007,satyà,5.0 out of 5 stars,Superb,1.0,1.0,Positive,Satisfied
1008,Shubham Arora,4.0 out of 5 stars,Best in budget,1.0,0.3,Positive,Satisfied
1009,Chandan,4.0 out of 5 stars,Love this,0.5,0.6,Positive,Satisfied
1010,Nikunj,5.0 out of 5 stars,JBL flip 3,0.0,0.0,Nutral,Satisfied
1011,P U Bhuvaneshwar,5.0 out of 5 stars,Very good speaker,0.9099999999999999,0.7800000000000001,Positive,Satisfied
1012,Harry,5.0 out of 5 stars,Awesome speaker,1.0,1.0,Positive,Satisfied
1013,SUBHANKAR PAL,5.0 out of 5 stars,Nice product,0.6,1.0,Positive,Satisfied
1014,Amazon Customer,5.0 out of 5 stars,Great experience,0.8,0.75,Positive,Satisfied
1015,Suraj mangang,5.0 out of 5 stars,a good product,0.7,0.6000000000000001,Positive,Satisfied
1016,Tanmoy,5.0 out of 5 stars,Good product,0.7,0.6000000000000001,Positive,Satisfied
1017,Naresh dukhadiya,5.0 out of 5 stars,Asome sound,0.4,0.4,Positive,Satisfied
1018,Neeraj Kumar,5.0 out of 5 stars,Good speakers,0.7,0.6000000000000001,Positive,Satisfied
1019,Harsh,4.0 out of 5 stars,Good product,0.7,0.6000000000000001,Positive,Satisfied
1020,Amazon Customer,5.0 out of 5 stars,Damn Good,0.7,0.6000000000000001,Positive,Satisfied
1021,Amazon Customer,4.0 out of 5 stars,Splendid speaker...pura paisa asool,0.8333333333333334,1.0,Positive,Satisfied
1022,Arun,3.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Dont_Know
1023,Abhishek Abhinav,5.0 out of 5 stars,Next gen sound portability,0.2,0.2,Positive,Satisfied
1024,Vimal,5.0 out of 5 stars,Best in this price range,1.0,0.3,Positive,Satisfied
1025,Sumit Angira,4.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
1026,Swati Rajput,5.0 out of 5 stars,Nice,0.6,1.0,Positive,Satisfied
1027,himanshu kumar,3.0 out of 5 stars,Average product... Easy to carry...Battp is very good..upto 7-8 hours and easy connecting vih,0.22916666666666669,0.5916666666666667,Positive,Dont_Know
1028,Khwaish,5.0 out of 5 stars,Must buy..product is very nice,0.78,1.0,Positive,Satisfied
1029,Aditya Rawat,5.0 out of 5 stars,Hands down the best investment.,0.4222222222222222,0.29444444444444445,Positive,Satisfied
1030,Sushanta  dey,2.0 out of 5 stars,BASS NOT ADEQUATE,-0.15833333333333333,0.41666666666666663,Negative,Not_Satisfied
1031,Mihir,5.0 out of 5 stars,Average,-0.15,0.39999999999999997,Negative,Satisfied
1032,Meet Lakhani,5.0 out of 5 stars,"Superb sound quality 🤩 , just love it",0.6333333333333333,0.6666666666666666,Positive,Satisfied
1033,Vikram Solanki NAME_NOT_RETURNED,5.0 out of 5 stars,JBL FLIP 3 is original and sound mind blowing,0.3875,0.575,Positive,Satisfied
1034,Asraful,5.0 out of 5 stars,good product,0.7,0.6000000000000001,Positive,Satisfied
1035,Deepak,5.0 out of 5 stars,Very nice. Clear sound with loud volume.,0.34500000000000003,0.6458333333333333,Positive,Satisfied
1036,Caji gurjao,1.0 out of 5 stars,Don’t buy,0.0,0.0,Nutral,Not_Satisfied
1037,Dharvik,5.0 out of 5 stars,Excellent product,1.0,1.0,Positive,Satisfied
1038,Amazon Customer,3.0 out of 5 stars,Ok to good,0.6,0.55,Positive,Dont_Know
1039,Amazon Customer,5.0 out of 5 stars,JBL SPEAKER,0.0,0.0,Nutral,Satisfied
1040,Tushar,5.0 out of 5 stars,Awesome Product.,1.0,1.0,Positive,Satisfied
1041,mohit,5.0 out of 5 stars,“Just phenomenal“,0.5,0.5,Positive,Satisfied
1042,prosenjit d.,5.0 out of 5 stars,Best sound,0.7,0.35,Positive,Satisfied
1043,Rajashekar Reddy,5.0 out of 5 stars,Just go for it,0.0,0.0,Nutral,Satisfied
1044,Amazon Customer,5.0 out of 5 stars,Perfect,1.0,1.0,Positive,Satisfied
1045,Shashi kant,3.0 out of 5 stars,This Speaker does not have mic,0.0,0.0,Nutral,Dont_Know
1046,Ravindra Patkar,5.0 out of 5 stars,Amazing Purchase!,0.7500000000000001,0.9,Positive,Satisfied
1047,Apoorv Jha,3.0 out of 5 stars,Good for 8x8 room,0.7,0.6000000000000001,Positive,Dont_Know
1048,kuldeep,1.0 out of 5 stars,Gatiya product,0.0,0.0,Nutral,Not_Satisfied
1049,Pavithran.k.p,5.0 out of 5 stars,superb sound,0.7,0.7,Positive,Satisfied
1050,Ishwinder singh,5.0 out of 5 stars,Awesome Bluetooth speaker,1.0,1.0,Positive,Satisfied
1051,Yogesh Batra,5.0 out of 5 stars,Excellent & Superb,1.0,1.0,Positive,Satisfied
1052,Joshua,5.0 out of 5 stars,Good sound,0.55,0.5,Positive,Satisfied
1053,Raj kumar Raj,5.0 out of 5 stars,RAJ KUMAR RAJ,0.0,0.0,Nutral,Satisfied
1054,Alok Kumar,5.0 out of 5 stars,Good Sound Quality,0.55,0.5,Positive,Satisfied
1055,Amit,4.0 out of 5 stars,Good in this range,0.7,0.6000000000000001,Positive,Satisfied
1056,Abhilash Mohanty,5.0 out of 5 stars,Beast,0.0,0.0,Nutral,Satisfied
1057,Shikher Goel,5.0 out of 5 stars,Mast 😍,0.0,0.0,Nutral,Satisfied
1058,Andrew Patel,5.0 out of 5 stars,Very nice.,0.78,1.0,Positive,Satisfied
1059,Prashant Panjwani,1.0 out of 5 stars,Speaker stopped Charging,0.0,0.0,Nutral,Not_Satisfied
1060,M.Ramasamy,5.0 out of 5 stars,Awesome speakers,1.0,1.0,Positive,Satisfied
1061,Joe,4.0 out of 5 stars,Worth of Money,0.3,0.1,Positive,Satisfied
1062,Passang wangdu,3.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Dont_Know
1063,Amazon Customer,5.0 out of 5 stars,Good !!!,1.0,0.6000000000000001,Positive,Satisfied
1064,Inderpreet Singh,5.0 out of 5 stars,Good one,0.7,0.6000000000000001,Positive,Satisfied
1065,Amol Bhagwat,1.0 out of 5 stars,Stopped working in 3 months,0.0,0.0,Nutral,Not_Satisfied
1066,No Name,5.0 out of 5 stars,Best Product,1.0,0.3,Positive,Satisfied
1067,Chaitanya Kumar,5.0 out of 5 stars,Solid Speakers,0.0,0.1,Nutral,Satisfied
1068,SR,5.0 out of 5 stars,Review,0.0,0.0,Nutral,Satisfied
1069,pardeep,1.0 out of 5 stars,Dnt Buy jbl.go for sony,0.0,0.0,Nutral,Not_Satisfied
1070,vishal Borker,5.0 out of 5 stars,Best,1.0,0.3,Positive,Satisfied
1071,Amazon Customer,5.0 out of 5 stars,Worth It,0.3,0.1,Positive,Satisfied
1072,Barun Talukdar,5.0 out of 5 stars,Awesome 👏,1.0,1.0,Positive,Satisfied
1073,Shubham Sunny,5.0 out of 5 stars,Best speaker ✌️,1.0,0.3,Positive,Satisfied
1074,nishant c.,5.0 out of 5 stars,value for money,0.0,0.0,Nutral,Satisfied
1075,Hursh,4.0 out of 5 stars,Lit jbl flip essential,0.0,0.3,Nutral,Satisfied
1076,Rishabh,5.0 out of 5 stars,Best purchase,1.0,0.3,Positive,Satisfied
1077,Kindle Customer,5.0 out of 5 stars,Priceless,1.0,1.0,Positive,Satisfied
1078,Amazon Customer,5.0 out of 5 stars,Loving It.,0.6,0.95,Positive,Satisfied
1079,Manish Aggarwal,1.0 out of 5 stars,Product is useless as voice is not coming while talking on whats app on bluetooth speaker,-0.5,0.2,Negative,Not_Satisfied
1080,Amazon Customer,5.0 out of 5 stars,In love with this product ❤️,0.5,0.6,Positive,Satisfied
1081,Ganesh Bandi,4.0 out of 5 stars,Worth every penny of it,0.3,0.1,Positive,Satisfied
1082,Arji,5.0 out of 5 stars,Great Bluetooth speaker..,0.8,0.75,Positive,Satisfied
1083,Mithun,5.0 out of 5 stars,Best buy,1.0,0.3,Positive,Satisfied
1084,M Bhasha,5.0 out of 5 stars,Best Audio Gadget,1.0,0.3,Positive,Satisfied
1085,Chetan P.,5.0 out of 5 stars,Super Sound and Bass,0.19444444444444445,0.5222222222222223,Positive,Satisfied
1086,THANWEER GAFOOR,5.0 out of 5 stars,Excellent,1.0,1.0,Positive,Satisfied
1087,Monika,5.0 out of 5 stars,Excellent,1.0,1.0,Positive,Satisfied
1088,Akhil,5.0 out of 5 stars,Value for money product,0.0,0.0,Nutral,Satisfied
1089,Ravi kumar,5.0 out of 5 stars,5,0.0,0.0,Nutral,Satisfied
1090,anuj k.,4.0 out of 5 stars,Cord connector missing,-0.2,0.05,Negative,Satisfied
1091,Amazon Customer,4.0 out of 5 stars,Ok,0.5,0.5,Positive,Satisfied
1092,Shubham Shrivastava,5.0 out of 5 stars,Amazing product,0.6000000000000001,0.9,Positive,Satisfied
1093,Amazon customer,5.0 out of 5 stars,Awesome speaker,1.0,1.0,Positive,Satisfied
1094,Nijin k j,5.0 out of 5 stars,Nice,0.6,1.0,Positive,Satisfied
1095,shyam,5.0 out of 5 stars,Shyam,0.0,0.0,Nutral,Satisfied
1096,Amazon Customer,5.0 out of 5 stars,5/5,0.0,0.0,Nutral,Satisfied
1097,Sangay Jigmee Bhutia,3.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Dont_Know
1098,Akshay mosa,5.0 out of 5 stars,Awesome product...,1.0,1.0,Positive,Satisfied
1099,VIKAS,4.0 out of 5 stars,Fully satisfied,0.5,1.0,Positive,Satisfied
1100,Sandeep,5.0 out of 5 stars,Best product with best price,1.0,0.3,Positive,Satisfied
1101,Mohit Badola,5.0 out of 5 stars,Best in Price,1.0,0.3,Positive,Satisfied
1102,Amazon Customer,4.0 out of 5 stars,JBL,0.0,0.0,Nutral,Satisfied
1103,Shanmugapriyan,5.0 out of 5 stars,Amazing Basssss,0.6000000000000001,0.9,Positive,Satisfied
1104,Ravi Kumar.C,5.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
1105,rajeev m.,5.0 out of 5 stars,Must buy!!,0.0,0.0,Nutral,Satisfied
1106,Amod Kumar jha,3.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Dont_Know
1107,Nikhil Rai,5.0 out of 5 stars,Awesome product,1.0,1.0,Positive,Satisfied
1108,Gajendra singh Dhakad,1.0 out of 5 stars,Not expressed as we expected,-0.1,0.4,Negative,Not_Satisfied
1109,Amazon Customer,5.0 out of 5 stars,Best bluetooth speaker,1.0,0.3,Positive,Satisfied
1110,Palani Sannasi,4.0 out of 5 stars,Satisfactions met,0.0,0.0,Nutral,Satisfied
1111,Amazon Customer,5.0 out of 5 stars,Convenient,0.0,0.0,Nutral,Satisfied
1112,RAHUL MEENA,5.0 out of 5 stars,Good product in best price,0.85,0.45000000000000007,Positive,Satisfied
1113,Dr Sushil Sharma,5.0 out of 5 stars,Super sound quality,0.3666666666666667,0.5333333333333333,Positive,Satisfied
1114,Robel Tesfaye,5.0 out of 5 stars,Jbl,0.0,0.0,Nutral,Satisfied
1115,Mahendra Singh Yadav,5.0 out of 5 stars,Amazing,0.6000000000000001,0.9,Positive,Satisfied
1116,Sandeep kushwaha,5.0 out of 5 stars,Marvelous,1.0,1.0,Positive,Satisfied
1117,Simrandeep singh,5.0 out of 5 stars,This speaker did not have call funtion,0.0,0.0,Nutral,Satisfied
1118,VIJAY R,5.0 out of 5 stars,Wow..,0.1,1.0,Positive,Satisfied
1119,nagaraju,3.0 out of 5 stars,Value for money,0.0,0.0,Nutral,Dont_Know
1120,Saurabh,4.0 out of 5 stars,Key function missing,-0.1,0.525,Negative,Satisfied
1121,Saurabh Anand,5.0 out of 5 stars,Bang sound,0.4,0.4,Positive,Satisfied
1122,Satyam S. Dhamapurkar,5.0 out of 5 stars,Nice,0.6,1.0,Positive,Satisfied
1123,Harish,4.0 out of 5 stars,Good sound in portable form,0.55,0.5,Positive,Satisfied
1124,Debashis Chakraborty,4.0 out of 5 stars,Awesome Sound Blast,0.7,0.7,Positive,Satisfied
1125,Harsh ahir,4.0 out of 5 stars,awesome sound,0.7,0.7,Positive,Satisfied
1126,Vikas,5.0 out of 5 stars,Good quality,0.7,0.6000000000000001,Positive,Satisfied
1127,Rohit Raghuram,5.0 out of 5 stars,Good buy,0.7,0.6000000000000001,Positive,Satisfied
1128,sunil s kesav,4.0 out of 5 stars,Nice products,0.6,1.0,Positive,Satisfied
1129,Amazon Customer,5.0 out of 5 stars,Excellent,1.0,1.0,Positive,Satisfied
1130,Shekar,4.0 out of 5 stars,Value for money,0.0,0.0,Nutral,Satisfied
1131,Amazon Customer,4.0 out of 5 stars,Good speaker but drains fast,0.44999999999999996,0.6000000000000001,Positive,Satisfied
1132,Mohit Dhewa,4.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
1133,Dheeraj,5.0 out of 5 stars,Very nice product with exelant sound quality,0.5900000000000001,0.7,Positive,Satisfied
1134,ABUL QASIM,4.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
1135,Amazon Customer,2.0 out of 5 stars,Not good enough for the money.,-0.175,0.55,Negative,Not_Satisfied
1136,salil,1.0 out of 5 stars,Inadequate Performance,0.0,0.0,Nutral,Not_Satisfied
1137,arjun choudhary,5.0 out of 5 stars,Jbl is bass boosted,-0.15000000000000002,0.5,Negative,Satisfied
1138,Rajgopal,5.0 out of 5 stars,Nice,0.6,1.0,Positive,Satisfied
1139,Rohit,5.0 out of 5 stars,sound quality is superb,0.7,0.7,Positive,Satisfied
1140,Manoj kumar,4.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
1141,Palash,5.0 out of 5 stars,Highly recommended,0.16,0.5399999999999999,Positive,Satisfied
1142,Aaron babu,4.0 out of 5 stars,Good product,0.7,0.6000000000000001,Positive,Satisfied
1143,Nidhi agarwql,5.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
1144,dhruba ray,4.0 out of 5 stars,Nice,0.6,1.0,Positive,Satisfied
1145,Tanish Majumder,4.0 out of 5 stars,Osm nice product thank you amazon,0.6,1.0,Positive,Satisfied
1146,Kunal Goswami,5.0 out of 5 stars,Awesome!!,1.0,1.0,Positive,Satisfied
1147,AMIT Thokchom,4.0 out of 5 stars,JBL Bluetooth Portable Speaker at budget price,0.0,0.0,Nutral,Satisfied
1148,Sumit Mitra,1.0 out of 5 stars,Bluetooth is not ok,-0.25,0.5,Negative,Not_Satisfied
1149,Akshath,2.0 out of 5 stars,Base is not so effective,-0.10000000000000003,0.9,Negative,Not_Satisfied
1150,nikhil gupta,4.0 out of 5 stars,"Good sound, low battery",0.3666666666666667,0.43333333333333335,Positive,Satisfied
1151,Samba siva,5.0 out of 5 stars,JBL amaging brand,0.0,0.0,Nutral,Satisfied
1152,Naveen Kumar SP,5.0 out of 5 stars,Worth to buy,0.3,0.1,Positive,Satisfied
1153,jigmet,5.0 out of 5 stars,Nice,0.6,1.0,Positive,Satisfied
1154,Saurabh Singh Rajput,5.0 out of 5 stars,Mast,0.0,0.0,Nutral,Satisfied
1155,SUBHADEEP DAS,5.0 out of 5 stars,EXCELLENT PRODUCT,1.0,1.0,Positive,Satisfied
1156,marvan,5.0 out of 5 stars,Great,0.8,0.75,Positive,Satisfied
1157,Santosh Bisht,4.0 out of 5 stars,Good product for daily uses,0.35,0.30000000000000004,Positive,Satisfied
1158,J.J,4.0 out of 5 stars,Portable,0.0,0.0,Nutral,Satisfied
1159,devabratapradhan,5.0 out of 5 stars,Excellent,1.0,1.0,Positive,Satisfied
1160,Uday Reddy chemikela,5.0 out of 5 stars,Not bad,0.3499999999999999,0.6666666666666666,Positive,Satisfied
1161,Abhishek Dixit,1.0 out of 5 stars,Worst,-1.0,1.0,Negative,Not_Satisfied
1162,Amazon Customer,3.0 out of 5 stars,Excellent,1.0,1.0,Positive,Dont_Know
1163,Ajay Kumar,2.0 out of 5 stars,Not great as expected........,-0.25,0.575,Negative,Not_Satisfied
1164,Sangeetha S.,5.0 out of 5 stars,Value for money,0.0,0.0,Nutral,Satisfied
1165,Biju. K,5.0 out of 5 stars,Battery issue,0.0,0.0,Nutral,Satisfied
1166,Ch s.,4.0 out of 5 stars,Flip 3 se,0.0,0.0,Nutral,Satisfied
1167,Ravi Kumar,4.0 out of 5 stars,Jbl Real Base Music box,-1.0,1.0,Negative,Satisfied
1168,Ram awatar bhanwariya,5.0 out of 5 stars,sound is good,0.55,0.5,Positive,Satisfied
1169,Amazon Customer,5.0 out of 5 stars,Just Amazing,0.6000000000000001,0.9,Positive,Satisfied
1170,Namonath jha,5.0 out of 5 stars,JBL Is Best,1.0,0.3,Positive,Satisfied
1171,Amazon Customer,4.0 out of 5 stars,Value for money,0.0,0.0,Nutral,Satisfied
1172,Amazon Customer,5.0 out of 5 stars,Superb,1.0,1.0,Positive,Satisfied
1173,Tarak,5.0 out of 5 stars,Good quality sound,0.55,0.5,Positive,Satisfied
1174,Sweetie,5.0 out of 5 stars,Awesome,1.0,1.0,Positive,Satisfied
1175,Jitesh Kakde,5.0 out of 5 stars,Awesome,1.0,1.0,Positive,Satisfied
1176,Saravanan,5.0 out of 5 stars,Low sound for jpl speekar pls rettun.,0.2,0.35,Positive,Satisfied
1177,vikalpjoshi,5.0 out of 5 stars,worth to buy,0.3,0.1,Positive,Satisfied
1178,Amit,5.0 out of 5 stars,superbe,0.0,0.0,Nutral,Satisfied
1179,Vipin Arora,1.0 out of 5 stars,Battery is not getting fully charged.,0.0,0.0,Nutral,Not_Satisfied
1180,Ashish,4.0 out of 5 stars,NA,0.0,0.0,Nutral,Satisfied
1181,sanjay kumar,5.0 out of 5 stars,Excellent product,1.0,1.0,Positive,Satisfied
1182,Suman,5.0 out of 5 stars,Excellent product quality best,1.0,0.65,Positive,Satisfied
1183,gautham varma,4.0 out of 5 stars,Almost perfect,1.0,1.0,Positive,Satisfied
1184,Amazon Customer,4.0 out of 5 stars,sound is quite low,0.2,0.35,Positive,Satisfied
1185,vinu stephen,5.0 out of 5 stars,Rich bass and Clear voice,0.10833333333333334,0.5444444444444444,Positive,Satisfied
1186,Suraj d.,4.0 out of 5 stars,a bit,0.0,0.0,Nutral,Satisfied
1187,Narayan,5.0 out of 5 stars,Value for money,0.0,0.0,Nutral,Satisfied
1188,Seeyar Khan,5.0 out of 5 stars,jBl Flip 3,0.0,0.0,Nutral,Satisfied
1189,Neithokuo,5.0 out of 5 stars,Excellent,1.0,1.0,Positive,Satisfied
1190,Rasik Dubey,5.0 out of 5 stars,Amazing experience,0.6000000000000001,0.9,Positive,Satisfied
1191,ashwani kumar,5.0 out of 5 stars,Great sound quality,0.6000000000000001,0.575,Positive,Satisfied
1192,SUMAN GUPTA,5.0 out of 5 stars,Great 🔊. Rs 4000/,0.8,0.75,Positive,Satisfied
1193,siva k.,1.0 out of 5 stars,Improve mord,0.0,0.0,Nutral,Not_Satisfied
1194,jignesh,5.0 out of 5 stars,Value for money,0.0,0.0,Nutral,Satisfied
1195,Dhrubo,5.0 out of 5 stars,Good product,0.7,0.6000000000000001,Positive,Satisfied
1196,Amazon Customer,5.0 out of 5 stars,Best speakers,1.0,0.3,Positive,Satisfied
1197,rajeev varma kalidindi,5.0 out of 5 stars,A Must Buy,0.0,0.0,Nutral,Satisfied
1198,Amazon Customer,4.0 out of 5 stars,Good experience with this product,0.7,0.6000000000000001,Positive,Satisfied
1199,Krishna,5.0 out of 5 stars,Super,0.3333333333333333,0.6666666666666666,Positive,Satisfied
1200,GK,5.0 out of 5 stars,Best in the market,1.0,0.3,Positive,Satisfied
1201,Amazon Customer,3.0 out of 5 stars,Battery drain very fast..,0.26,0.78,Positive,Dont_Know
1202,uttam kumar prasad,5.0 out of 5 stars,Sound Battery & build quality is too good.,0.55,0.5,Positive,Satisfied
1203,Satyendra Singh,4.0 out of 5 stars,Awesome,1.0,1.0,Positive,Satisfied
1204,Pankaj,5.0 out of 5 stars,Awesome bass,0.425,0.75,Positive,Satisfied
1205,Amazon Customer,5.0 out of 5 stars,Awesome product,1.0,1.0,Positive,Satisfied
1206,Suborno Jati,4.0 out of 5 stars,Good product feom JBL,0.7,0.6000000000000001,Positive,Satisfied
1207,shivashish,4.0 out of 5 stars,Nice,0.6,1.0,Positive,Satisfied
1208,Prerna Verma,5.0 out of 5 stars,A complete Compact Package,0.1,0.4,Positive,Satisfied
1209,Sersh,5.0 out of 5 stars,Grt,0.0,0.0,Nutral,Satisfied
1210,Rituraj,5.0 out of 5 stars,Value for money,0.0,0.0,Nutral,Satisfied
1211,pritha roy,5.0 out of 5 stars,Worth the price!,0.375,0.1,Positive,Satisfied
1212,Kamal,4.0 out of 5 stars,Gud sound in best price,0.7,0.35,Positive,Satisfied
1213,bhavin p.,5.0 out of 5 stars,Great sound in this price,0.6000000000000001,0.575,Positive,Satisfied
1214,Public opinion,5.0 out of 5 stars,Good but unable to connect or pair to more than a single device,0.15714285714285714,0.45357142857142857,Positive,Satisfied
1215,Navneet Yadav,4.0 out of 5 stars,Recmonded to purchase.,0.0,0.0,Nutral,Satisfied
1216,NEERAJ ANAND,4.0 out of 5 stars,Good sound,0.55,0.5,Positive,Satisfied
1217,Syamgeeth,5.0 out of 5 stars,Very good product from jbl family,0.9099999999999999,0.7800000000000001,Positive,Satisfied
1218,Jaseem,5.0 out of 5 stars,Good product,0.7,0.6000000000000001,Positive,Satisfied
1219,Angousana.Y,4.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
1220,NaruNarayan majumder,4.0 out of 5 stars,About bluetooth of jbl,0.0,0.0,Nutral,Satisfied
1221,Tushar Patil,4.0 out of 5 stars,Go anywhere product,0.0,0.0,Nutral,Satisfied
1222,Arunav,5.0 out of 5 stars,product review,0.0,0.0,Nutral,Satisfied
1223,Sreehari,4.0 out of 5 stars,🤝,0.0,0.0,Nutral,Satisfied
1224,Amazon Customer,4.0 out of 5 stars,Excellent sound quality,0.7,0.7,Positive,Satisfied
